E:\lane detection\IMG\center_2021_02_25_14_01_02_156.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_02_156.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_02_156.jpg, 0, 0, 0, 0.0001623315
E:\lane detection\IMG\center_2021_02_25_14_01_02_258.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_02_258.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_02_258.jpg, 0, 0, 0, 0.0001626865
E:\lane detection\IMG\center_2021_02_25_14_01_02_358.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_02_358.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_02_358.jpg, 0, 0, 0, 0.000162276
E:\lane detection\IMG\center_2021_02_25_14_01_02_461.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_02_461.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_02_461.jpg, 0, 0, 0, 0.0001624123
E:\lane detection\IMG\center_2021_02_25_14_01_02_563.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_02_563.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_02_563.jpg, 0, 0, 0, 0.000162367
E:\lane detection\IMG\center_2021_02_25_14_01_02_666.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_02_666.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_02_666.jpg, 0, 0, 0, 0.000162469
E:\lane detection\IMG\center_2021_02_25_14_01_02_770.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_02_770.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_02_770.jpg, 0, 0, 0, 0.0001622043
E:\lane detection\IMG\center_2021_02_25_14_01_02_875.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_02_875.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_02_875.jpg, 0, 0, 0, 0.0001627435
E:\lane detection\IMG\center_2021_02_25_14_01_02_975.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_02_975.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_02_975.jpg, 0, 0, 0, 0.0001623595
E:\lane detection\IMG\center_2021_02_25_14_01_03_082.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_03_082.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_03_082.jpg, 0, 0, 0, 0.0001623742
E:\lane detection\IMG\center_2021_02_25_14_01_03_184.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_03_184.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_03_184.jpg, 0, 0, 0, 0.0001623639
E:\lane detection\IMG\center_2021_02_25_14_01_03_290.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_03_290.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_03_290.jpg, 0, 0, 0, 0.0001623653
E:\lane detection\IMG\center_2021_02_25_14_01_03_396.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_03_396.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_03_396.jpg, 0, 0, 0, 0.00016236
E:\lane detection\IMG\center_2021_02_25_14_01_03_498.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_03_498.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_03_498.jpg, 0, 0, 0, 0.0001622777
E:\lane detection\IMG\center_2021_02_25_14_01_03_599.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_03_599.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_03_599.jpg, 0, 0, 0, 0.0001627793
E:\lane detection\IMG\center_2021_02_25_14_01_03_699.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_03_699.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_03_699.jpg, 0, 0, 0, 0.0001624573
E:\lane detection\IMG\center_2021_02_25_14_01_03_801.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_03_801.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_03_801.jpg, 0, 0, 0, 0.0001624051
E:\lane detection\IMG\center_2021_02_25_14_01_03_902.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_03_902.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_03_902.jpg, 0, 0, 0, 0.0001626083
E:\lane detection\IMG\center_2021_02_25_14_01_04_004.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_04_004.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_04_004.jpg, 0, 0.2552634, 0, 0.2052044
E:\lane detection\IMG\center_2021_02_25_14_01_04_105.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_04_105.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_04_105.jpg, 0, 0.5581086, 0, 0.7511608
E:\lane detection\IMG\center_2021_02_25_14_01_04_206.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_04_206.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_04_206.jpg, 0, 0.8524485, 0, 1.617685
E:\lane detection\IMG\center_2021_02_25_14_01_04_365.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_04_365.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_04_365.jpg, 0, 1, 0, 3.450283
E:\lane detection\IMG\center_2021_02_25_14_01_04_481.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_04_481.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_04_481.jpg, 0, 1, 0, 4.856836
E:\lane detection\IMG\center_2021_02_25_14_01_04_655.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_04_655.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_04_655.jpg, 0, 1, 0, 6.932221
E:\lane detection\IMG\center_2021_02_25_14_01_04_754.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_04_754.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_04_754.jpg, 0, 1, 0, 8.069595
E:\lane detection\IMG\center_2021_02_25_14_01_04_963.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_04_963.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_04_963.jpg, 0, 1, 0, 10.3112
E:\lane detection\IMG\center_2021_02_25_14_01_05_070.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_05_070.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_05_070.jpg, 0, 0.6746401, 0, 11.19376
E:\lane detection\IMG\center_2021_02_25_14_01_05_177.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_05_177.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_05_177.jpg, 0, 0.3527797, 0, 11.33818
E:\lane detection\IMG\center_2021_02_25_14_01_05_279.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_05_279.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_05_279.jpg, 0, 0.04798776, 0, 11.80148
E:\lane detection\IMG\center_2021_02_25_14_01_05_383.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_05_383.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_05_383.jpg, 0, 0, 0, 11.2186
E:\lane detection\IMG\center_2021_02_25_14_01_05_490.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_05_490.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_05_490.jpg, 0, 0, 0, 11.30499
E:\lane detection\IMG\center_2021_02_25_14_01_05_608.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_05_608.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_05_608.jpg, 0, 0, 0, 11.14649
E:\lane detection\IMG\center_2021_02_25_14_01_05_721.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_05_721.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_05_721.jpg, -0.3355806, 0, 0, 10.93093
E:\lane detection\IMG\center_2021_02_25_14_01_05_832.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_05_832.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_05_832.jpg, -0.0008994043, 0, 0, 10.78302
E:\lane detection\IMG\center_2021_02_25_14_01_05_944.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_05_944.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_05_944.jpg, 0, 0, 0, 10.67465
E:\lane detection\IMG\center_2021_02_25_14_01_06_193.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_06_193.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_06_193.jpg, 0, 0, 0, 10.39996
E:\lane detection\IMG\center_2021_02_25_14_01_06_305.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_06_305.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_06_305.jpg, 0, 0, 0, 10.29648
E:\lane detection\IMG\center_2021_02_25_14_01_06_464.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_06_464.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_06_464.jpg, 0, 0, 0, 10.13258
E:\lane detection\IMG\center_2021_02_25_14_01_06_565.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_06_565.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_06_565.jpg, 0, 0, 0, 10.0314
E:\lane detection\IMG\center_2021_02_25_14_01_06_718.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_06_718.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_06_718.jpg, 0, 0, 0, 9.871633
E:\lane detection\IMG\center_2021_02_25_14_01_06_815.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_06_815.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_06_815.jpg, 0, 0, 0, 9.772891
E:\lane detection\IMG\center_2021_02_25_14_01_06_916.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_06_916.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_06_916.jpg, -0.3002553, 0, 0, 9.63026
E:\lane detection\IMG\center_2021_02_25_14_01_07_163.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_07_163.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_07_163.jpg, 0, 0, 0, 9.389666
E:\lane detection\IMG\center_2021_02_25_14_01_07_270.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_07_270.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_07_270.jpg, 0, 0, 0, 9.276674
E:\lane detection\IMG\center_2021_02_25_14_01_07_385.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_07_385.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_07_385.jpg, 0, 0, 0, 9.183563
E:\lane detection\IMG\center_2021_02_25_14_01_07_499.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_07_499.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_07_499.jpg, 0, 0, 0, 9.073062
E:\lane detection\IMG\center_2021_02_25_14_01_07_608.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_07_608.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_07_608.jpg, 0, 0, 0, 8.981995
E:\lane detection\IMG\center_2021_02_25_14_01_07_715.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_07_715.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_07_715.jpg, 0, 0, 0, 8.873926
E:\lane detection\IMG\center_2021_02_25_14_01_07_820.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_07_820.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_07_820.jpg, 0, 0, 0, 8.784863
E:\lane detection\IMG\center_2021_02_25_14_01_07_939.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_07_939.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_07_939.jpg, 0, 0, 0, 8.679167
E:\lane detection\IMG\center_2021_02_25_14_01_08_062.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_08_062.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_08_062.jpg, 0, 0, 0, 8.574741
E:\lane detection\IMG\center_2021_02_25_14_01_08_175.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_08_175.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_08_175.jpg, -0.3403032, 0, 0, 8.406088
E:\lane detection\IMG\center_2021_02_25_14_01_08_285.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_08_285.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_08_285.jpg, -0.007489473, 0, 0, 8.306147
E:\lane detection\IMG\center_2021_02_25_14_01_08_397.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_08_397.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_08_397.jpg, 0, 0, 0, 8.205359
E:\lane detection\IMG\center_2021_02_25_14_01_08_499.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_08_499.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_08_499.jpg, 0, 0, 0, 8.122985
E:\lane detection\IMG\center_2021_02_25_14_01_08_642.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_08_642.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_08_642.jpg, 0, 0, 0, 8.009078
E:\lane detection\IMG\center_2021_02_25_14_01_08_743.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_08_743.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_08_743.jpg, 0, 0, 0, 7.928697
E:\lane detection\IMG\center_2021_02_25_14_01_08_852.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_08_852.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_08_852.jpg, 0, 0, 0, 7.833305
E:\lane detection\IMG\center_2021_02_25_14_01_08_952.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_08_952.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_08_952.jpg, -0.3003756, 0, 0, 7.71703
E:\lane detection\IMG\center_2021_02_25_14_01_09_052.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_09_052.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_09_052.jpg, 0, 0, 0, 7.6335
E:\lane detection\IMG\center_2021_02_25_14_01_09_153.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_09_153.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_09_153.jpg, 0, 0, 0, 7.556199
E:\lane detection\IMG\center_2021_02_25_14_01_09_254.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_09_254.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_09_254.jpg, 0, 0, 0, 7.480336
E:\lane detection\IMG\center_2021_02_25_14_01_09_402.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_09_402.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_09_402.jpg, 0, 0, 0, 7.375443
E:\lane detection\IMG\center_2021_02_25_14_01_09_501.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_09_501.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_09_501.jpg, -0.2788098, 0, 0, 7.270375
E:\lane detection\IMG\center_2021_02_25_14_01_09_609.jpg, E:\lane detection\IMG\left_2021_02_25_14_01_09_609.jpg, E:\lane detection\IMG\right_2021_02_25_14_01_09_609.jpg, -0.6280535, 0, 0, 7.096657
